Type,Name,Floorplan,Breakable,Cookable,Dirtyable,Fillable,Moveable,Openable,Pickupable,Receptacle,Sliceable,Toggleable,CanUseUp,ChangeTempHot,ChangeTempCold,Mass,SalientMaterials,CompatibleReceptacles
StoveKnob,StoveKnob_44f60b9b,3,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
StoveKnob,StoveKnob_0d4b9735,3,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
StoveKnob,StoveKnob_5ff67eca,3,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
StoveKnob,StoveKnob_deed607c,3,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
Fork,Fork_cf4fda9b,3,False,False,False,False,False,False,True,False,False,False,False,False,False,0.03999999910593033,Metal,"Pot, Pan, Bowl, Mug, Plate, Cup, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer"
Fridge,Fridge_1ee0e79b,3,False,False,False,False,False,True,False,True,False,False,False,False,True,0.0,None,None
Cup,Cup_67148623,3,True,False,True,True,False,False,True,True,False,False,False,False,False,0.4000000059604645,Ceramic,"Microwave, Fridge, Dresser, Desk, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
Kettle,Kettle_04537168,3,False,False,False,True,False,True,True,False,False,False,False,False,False,0.800000011920929,"Metal, Plastic","DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Sink, SinkBasin, Cabinet, StoveBurner, Shelf"
Microwave,Microwave_bf480715,3,False,False,False,False,True,True,False,True,False,True,False,True,False,6.999999523162842,"Metal, Glass",None
GarbageCan,GarbageCan_589eb4a6,3,False,False,False,False,True,False,False,True,False,False,False,False,False,0.699999988079071,Plastic,None
Egg,Egg_c11670bf,3,True,False,False,False,False,False,True,False,True,False,False,False,False,0.054999999701976776,Food,"Pot, Pan, Bowl, Microwave, Fridge, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, GarbageCan"
LightSwitch,LightSwitch_1380d45d,3,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
Pan,Pan_9c275ce6,3,False,False,True,False,False,False,True,True,False,False,False,False,False,0.6700000166893005,Metal,"DiningTable, CounterTop, TVStand, CoffeeTable, SideTable, Sink, SinkBasin, Cabinet, StoveBurner, Fridge"
SaltShaker,SaltShaker_6063e2da,3,False,False,False,False,False,False,True,False,False,False,False,False,False,0.6000000238418579,"Metal, Glass","DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer, Cabinet, Shelf"
WineBottle,WineBottle_893572e0,3,True,False,False,True,False,False,True,False,False,False,False,False,False,1.2000000476837158,Glass,"Fridge, Dresser, Desk, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf, GarbageCan"
Lettuce,Lettuce_c5368c92,3,False,False,False,False,False,False,True,False,True,False,False,False,False,0.4699999988079071,Food,"Pot, Pan, Bowl, Fridge, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, GarbageCan"
HousePlant,HousePlant_b16b1bb7,3,False,False,False,True,True,False,False,False,False,False,False,False,False,3.0,"Ceramic, Organic",None
Spatula,Spatula_3e638568,3,False,False,False,False,False,False,True,False,False,False,False,False,False,0.06499999761581421,"Metal, Plastic","Pot, Pan, Bowl, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer"
PaperTowelRoll,PaperTowelRoll_09ec9ce0,3,False,False,False,False,False,False,True,False,False,False,False,False,False,0.2199999988079071,Paper,None
Tomato,Tomato_bac24ef2,3,False,False,False,False,False,False,True,False,True,False,False,False,False,0.11999998986721039,Food,"DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Sink, SinkBasin, Pot, Bowl, Fridge, GarbageCan, Plate"
SinkBasin,SinkBasin_0c662d35,3,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,None,None
ButterKnife,ButterKnife_dk2u4hsf,3,False,False,False,False,False,False,True,False,False,False,False,False,False,0.07999999821186066,Metal,"Pot, Pan, Bowl, Mug, Plate, Cup, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, Desk, CounterTop, Drawer"
Plate,Plate_57fe3df4,3,True,False,True,False,False,False,True,True,False,False,False,False,False,0.6200000047683716,Ceramic,"Microwave, Fridge, Dresser, Desk, Sink, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
PepperShaker,PepperShaker_bd3907b4,3,False,False,False,False,False,False,True,False,False,False,False,False,False,0.23999997973442078,"Metal, Glass","DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer, Cabinet, Shelf"
Toaster,Toaster_f824290f,3,False,False,False,False,True,False,False,True,False,True,False,True,False,5.0,Metal,None
CoffeeMachine,CoffeeMachine_ec3f0887,3,False,False,False,False,True,False,False,True,False,True,False,True,False,5.0,Plastic,None
DishSponge,DishSponge_41c4cce4,3,False,False,False,False,False,False,True,False,False,False,False,False,False,0.029999997466802597,Sponge,"Pot, Pan, Bowl, Plate, Box, Toilet, Cart, Cart, BathtubBasin, Bathtub, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf, Drawer, GarbageCan"
Spoon,Spoon_bc263e7f,3,False,False,False,False,False,False,True,False,False,False,False,False,False,0.03999999910593033,Metal,"Pot, Pan, Bowl, Mug, Plate, Cup, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer"
Apple,Apple_d83cec7a,3,False,False,False,False,False,False,True,False,True,False,False,False,False,0.20000000298023224,Food,"Pot, Pan, Bowl, Microwave, Fridge, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, Desk, CounterTop, GarbageCan, Dresser"
Mug,Mug_1ecddf1f,3,True,False,True,True,False,False,True,True,False,False,False,False,False,1.0,Ceramic,"SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
Drawer,Drawer_8057796e,3,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Drawer,Drawer_9d02c9f5,3,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Drawer,Drawer_a45873ea,3,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
SideTable,SideTable_c61aa762,3,False,False,False,False,True,False,False,True,False,False,False,False,False,11.0,Wood,None
Drawer,Drawer_0bce01c0,3,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Drawer,Drawer_7bd14706,3,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Drawer,Drawer_68d25cea,3,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Stool,Stool_a57d7730,3,False,False,False,False,True,False,False,True,False,False,False,False,False,3.180000066757202,Wood,None
StoveKnob,StoveKnob_cdfb3be5,4,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
StoveBurner,StoveBurner_3c8563f1,4,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,None,None
Sink,Sink_be944513,4,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,None,None
StoveBurner,StoveBurner_5c8e01b4,4,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,None,None
StoveKnob,StoveKnob_591020af,4,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
DiningTable,DiningTable_1b169e21,4,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,None,None
Drawer,Drawer_35b031c5,4,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Drawer,Drawer_bfdfc16d,4,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Drawer,Drawer_d6e25f80,4,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_377211c1,4,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
StoveBurner,StoveBurner_32489908,4,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,None,None
Floor,Floor_f528b28c,4,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,Ceramic,None
StoveKnob,StoveKnob_111641f9,4,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
CounterTop,CounterTop_b3fca8ff,4,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,None,None
Drawer,Drawer_32f6adf8,4,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Drawer,Drawer_ae94efcd,4,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
CounterTop,CounterTop_d328d330,4,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,None,None
StoveKnob,StoveKnob_874565e4,4,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
CounterTop,CounterTop_0c62cb43,4,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,None,None
Drawer,Drawer_a3d6061a,4,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
StoveBurner,StoveBurner_cffd1771,4,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,None,None
Cabinet,Cabinet_69f98afc,4,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
CoffeeMachine,CoffeeMachine_42a16739,4,True,False,False,False,True,False,False,True,False,True,False,True,False,5.0,Plastic,None
Fridge,Fridge_052e6042,4,False,False,False,False,False,True,False,True,False,False,False,False,True,0.0,None,None
Fork,Fork_26964645,4,False,False,False,False,False,False,True,False,False,False,False,False,False,0.03999999910593033,Metal,"Pot, Pan, Bowl, Mug, Plate, Cup, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer"
SoapBottle,SoapBottle_8baa8711,4,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4000000059604645,"Metal, Glass","Dresser, Desk, Toilet, Cart, Bathtub, Sink, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf, Drawer, GarbageCan"
Pot,Pot_7bfc8af7,4,False,False,True,True,False,False,True,True,False,False,False,False,False,0.5699999928474426,Metal,"StoveBurner, Fridge, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
Ladle,Ladle_d31853cd,4,False,False,False,False,False,False,True,False,False,False,False,False,False,0.07999999821186066,"Metal, Plastic","Pot, Pan, Bowl, Plate, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer"
Potato,Potato_49e7207d,4,False,True,False,False,False,False,True,False,True,False,False,False,False,0.18000000715255737,Food,"Pot, Pan, Bowl, Microwave, Fridge, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, GarbageCan"
Plate,Plate_42c6b3f8,4,True,False,True,False,False,False,True,True,False,False,False,False,False,0.6200000047683716,Ceramic,"Microwave, Fridge, Dresser, Desk, Sink, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
Bread,Bread_3f555286,4,False,False,False,False,False,False,True,False,True,False,False,False,False,0.699999988079071,Food,"Microwave, Fridge, DiningTable, TVStand, CoffeeTable, SideTable, Desk, CounterTop, GarbageCan, Plate"
Lettuce,Lettuce_dbe9d38a,4,False,False,False,False,False,False,True,False,True,False,False,False,False,0.4699999988079071,Food,"Pot, Pan, Bowl, Fridge, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, GarbageCan"
Window,Window_25f2a6dd,4,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,None,None
Window,Window_22846674,4,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,None,None
Toaster,Toaster_2736406d,4,False,False,False,False,True,False,False,True,False,True,False,True,False,5.0,Metal,None
Spatula,Spatula_85f5d9c6,4,False,False,False,False,False,False,True,False,False,False,False,False,False,0.06499999761581421,"Metal, Plastic","Pot, Pan, Bowl, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer"
GarbageCan,GarbageCan_6d09a568,4,False,False,False,False,True,False,False,True,False,False,False,False,False,0.699999988079071,Metal,None
Pan,Pan_c26797bd,4,False,False,True,False,False,False,True,True,False,False,False,False,False,0.6700000166893005,Metal,"DiningTable, CounterTop, TVStand, CoffeeTable, SideTable, Sink, SinkBasin, Cabinet, StoveBurner, Fridge"
Egg,Egg_83a5d181,4,True,False,False,False,False,False,True,False,True,False,False,False,False,0.054999999701976776,Food,"Pot, Pan, Bowl, Microwave, Fridge, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, GarbageCan"
SinkBasin,SinkBasin_6f056ad4,4,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,None,None
Cup,Cup_6fd4fbb5,4,True,False,True,True,False,False,True,True,False,False,False,False,False,0.4000000059604645,Glass,"Microwave, Fridge, Dresser, Desk, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
SaltShaker,SaltShaker_892d411c,4,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4000000059604645,"Metal, Glass","DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer, Cabinet, Shelf"
Knife,Knife_16120c57,4,False,False,False,False,False,False,True,False,False,False,False,False,False,0.18000000715255737,"Metal, Plastic","Pot, Pan, Bowl, Mug, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer"
Bowl,Bowl_4d556ad9,4,False,False,True,True,False,False,True,True,False,False,False,False,False,0.4699999988079071,Plastic,"Microwave, Fridge, Dresser, Desk, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
PepperShaker,PepperShaker_a32fd97c,4,False,False,False,False,False,False,True,False,False,False,False,False,False,0.14000000059604645,"Metal, Glass","DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer, Cabinet, Shelf"
Microwave,Microwave_35c46945,4,False,False,False,False,True,True,False,True,False,True,False,True,False,6.999999523162842,"Metal, Glass",None
ButterKnife,ButterKnife_739e28e5,4,False,False,False,False,False,False,True,False,False,False,False,False,False,0.07999999821186066,Metal,"Pot, Pan, Bowl, Mug, Plate, Cup, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, Desk, CounterTop, Drawer"
Apple,Apple_d61807a9,4,False,False,False,False,False,False,True,False,True,False,False,False,False,0.20000000298023224,Food,"Pot, Pan, Bowl, Microwave, Fridge, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, Desk, CounterTop, GarbageCan, Dresser"
Tomato,Tomato_1965cbf6,4,False,False,False,False,False,False,True,False,True,False,False,False,False,0.11999998986721039,Food,"DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Sink, SinkBasin, Pot, Bowl, Fridge, GarbageCan, Plate"
DishSponge,DishSponge_7b0dc5f8,4,False,False,False,False,False,False,True,False,False,False,False,False,False,0.029999997466802597,Sponge,"Pot, Pan, Bowl, Plate, Box, Toilet, Cart, Cart, BathtubBasin, Bathtub, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf, Drawer, GarbageCan"
HousePlant,HousePlant_c3b872a1,4,False,False,False,True,True,False,False,False,False,False,False,False,False,3.0,"Ceramic, Organic",None
LightSwitch,LightSwitch_7cdc295b,4,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
Spoon,Spoon_48203369,4,False,False,False,False,False,False,True,False,False,False,False,False,False,0.03999999910593033,Metal,"Pot, Pan, Bowl, Mug, Plate, Cup, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer"
Mug,Mug_3f2cbe13,4,True,False,True,True,False,False,True,True,False,False,False,False,False,1.0,Ceramic,"SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
Faucet,Faucet_8bf9f82a,4,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
Drawer,Drawer_f530e642,5,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_fcd02faa,5,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
